Period,Trip Purpose,Type of tourist,Tourists,Frequency
2022,Leisure,Domestic,1862.447,Annual
2022,Business,Domestic,298.644,Annual
2022,Visiting Friends & Relatives,Domestic,1311.165,Annual
2022,Other,Domestic,223.556,Annual
2022,Religious,Domestic,488.166,Annual
2022,Leisure,Domestic,2233.055,Annual
2022,Business,Domestic,432.195,Annual
2022,Visiting Friends & Relatives,Domestic,1376.883,Annual
2022,Other,Domestic,307.887,Annual
2022,Religious,Domestic,749.834,Annual
2022,Leisure,Domestic,3283.884,Annual
2022,Business,Domestic,510.602,Annual
2022,Visiting Friends & Relatives,Domestic,1994.362,Annual
2022,Other,Domestic,464.467,Annual
2022,Religious,Domestic,495.142,Annual
2022,Leisure,Domestic,1978.806,Annual
2022,Business,Domestic,432.887,Annual
2022,Visiting Friends & Relatives,Domestic,1231.832,Annual
2022,Other,Domestic,211.588,Annual
2023,Religious,Domestic,658.471,Annual
2023,Leisure,Domestic,3085.674,Annual
2023,Business,Domestic,536.528,Annual
2023,Visiting Friends & Relatives,Domestic,1739.337,Annual
2023,Other,Domestic,273.946,Annual
2023,Religious,Domestic,635.661,Annual
2023,Leisure,Domestic,2619.228,Annual
2023,Business,Domestic,546.173,Annual
2023,Visiting Friends & Relatives,Domestic,1588.526,Annual
2023,Other,Domestic,218.049,Annual
2023,Religious,Domestic,996.116,Annual
2023,Leisure,Domestic,2604.594,Annual
2023,Business,Domestic,633.282,Annual
2023,Visiting Friends & Relatives,Domestic,1956.899,Annual
2023,Other,Domestic,311.265,Annual
2023,Religious,Domestic,1132.871,Annual
2023,Leisure,Domestic,2522.562,Annual
2023,Business,Domestic,613.427,Annual
2023,Visiting Friends & Relatives,Domestic,2353.898,Annual
2023,Other,Domestic,258.538,Annual
2023,Religious,Domestic,525.657,Annual
2023,Leisure,Domestic,2245.711,Annual
2023,Business,Domestic,536.118,Annual
2023,Visiting Friends & Relatives,Domestic,1395.87,Annual
2023,Other,Domestic,299.635,Annual
2023,Religious,Domestic,1234.789,Annual
2023,Leisure,Domestic,3886.558,Annual
2023,Business,Domestic,785.582,Annual
2023,Visiting Friends & Relatives,Domestic,3251.576,Annual
2023,Other,Domestic,389.355,Annual
2023,Religious,Domestic,752.531,Annual
2023,Leisure,Domestic,3688.683,Annual
2023,Business,Domestic,729.043,Annual
2023,Visiting Friends & Relatives,Domestic,2431.251,Annual
2023,Other,Domestic,516.748,Annual
2023,Religious,Domestic,837.242,Annual
2023,Leisure,Domestic,2836.306,Annual
2023,Business,Domestic,800.176,Annual
2023,Visiting Friends & Relatives,Domestic,2173.515,Annual
2023,Other,Domestic,338.709,Annual
2023,Religious,Domestic,689.514,Annual
2023,Leisure,Domestic,2472.869,Annual
2023,Business,Domestic,666.927,Annual
2023,Visiting Friends & Relatives,Domestic,1902.066,Annual
2023,Other,Domestic,342.451,Annual
2023,Religious,Domestic,707.384,Annual
2023,Leisure,Domestic,2417.181,Annual
2023,Business,Domestic,834.838,Annual
2023,Visiting Friends & Relatives,Domestic,1953.757,Annual
2023,Other,Domestic,288.859,Annual
2023,Religious,Domestic,996.979,Annual
2023,Leisure,Domestic,3584.746,Annual
2023,Business,Domestic,793.102,Annual
2023,Visiting Friends & Relatives,Domestic,2537.225,Annual
2023,Other,Domestic,308.275,Annual
2023,Religious,Domestic,758.084,Annual
2023,Leisure,Domestic,3046.356,Annual
2023,Business,Domestic,719.795,Annual
2023,Visiting Friends & Relatives,Domestic,1748.997,Annual
2023,Other,Domestic,210.857,Annual
2024,Religious,Domestic,1003.006,Annual
2024,Leisure,Domestic,3379.914,Annual
2024,Business,Domestic,771.353,Annual
2024,Visiting Friends & Relatives,Domestic,2341.854,Annual
2024,Other,Domestic,284.238,Annual
2024,Religious,Domestic,948.945,Annual
2024,Leisure,Domestic,3434.89,Annual
2024,Business,Domestic,665.148,Annual
2024,Visiting Friends & Relatives,Domestic,2397.233,Annual
2024,Other,Domestic,296.486,Annual
2024,Religious,Domestic,1567.474,Annual
2024,Leisure,Domestic,2169.01,Annual
2024,Business,Domestic,562.055,Annual
2024,Visiting Friends & Relatives,Domestic,2237.328,Annual
2024,Other,Domestic,266.712,Annual
2024,Religious,Domestic,1070.993,Annual
2024,Leisure,Domestic,2599.842,Annual
2024,Business,Domestic,624.153,Annual
2024,Visiting Friends & Relatives,Domestic,2674.691,Annual
2024,Other,Domestic,230.723,Annual
2024,Religious,Domestic,559.944,Annual
2024,Leisure,Domestic,2119.503,Annual
2024,Business,Domestic,754.346,Annual
2024,Visiting Friends & Relatives,Domestic,2205.655,Annual
2024,Other,Domestic,336.55,Annual
2024,Religious,Domestic,1125.398,Annual
2024,Leisure,Domestic,3301.219,Annual
2024,Business,Domestic,852.674,Annual
2024,Visiting Friends & Relatives,Domestic,4069.266,Annual
2024,Other,Domestic,264.552,Annual
2024,Religious,Domestic,938.105,Annual
2024,Leisure,Domestic,3388.26,Annual
2024,Business,Domestic,737.243,Annual
2024,Visiting Friends & Relatives,Domestic,2745.667,Annual
2024,Other,Domestic,253.587,Annual
2024,Religious,Domestic,812.599,Annual
2024,Leisure,Domestic,2479.657,Annual
2024,Business,Domestic,711.117,Annual
2024,Visiting Friends & Relatives,Domestic,2109.375,Annual
2024,Other,Domestic,335.215,Annual
2024,Religious,Domestic,673.917,Annual
2024,Leisure,Domestic,1983.221,Annual
2024,Business,Domestic,761.804,Annual
2024,Visiting Friends & Relatives,Domestic,2161.02,Annual
2024,Other,Domestic,327.505,Annual
2024,Religious,Domestic,763.597,Annual
2024,Leisure,Domestic,2048.431,Annual
2024,Business,Domestic,806.067,Annual
2024,Visiting Friends & Relatives,Domestic,1899.097,Annual
2024,Other,Domestic,276.573,Annual
2024,Religious,Domestic,1042.916,Annual
2024,Leisure,Domestic,2871.841,Annual
2024,Business,Domestic,850.852,Annual
2024,Visiting Friends & Relatives,Domestic,2900.212,Annual
2024,Other,Domestic,240.905,Annual
2024,Religious,Domestic,910.193,Annual
2024,Leisure,Domestic,2520.693,Annual
2024,Business,Domestic,835.865,Annual
2024,Visiting Friends & Relatives,Domestic,2355.444,Annual
2024,Other,Domestic,301.226,Annual
2015-01,Religious,Domestic,1194.9676208134308,Monthly
2015-01,Leisure,Domestic,1854.2667579440429,Monthly
2015-01,Business,Domestic,169.0236211482206,Monthly
2015-01,Visiting Friends & Relatives,Domestic,1380.9246479383785,Monthly
2015-01,Other,Domestic,224.151901065102,Monthly
2015-02,Religious,Domestic,952.7437839168152,Monthly
2015-02,Leisure,Domestic,1620.4875174495578,Monthly
2015-02,Business,Domestic,165.28032362650288,Monthly
2015-02,Visiting Friends & Relatives,Domestic,1185.0848427470935,Monthly
2015-02,Other,Domestic,216.5060698735325,Monthly
2015-03,Religious,Domestic,934.119102683303,Monthly
2015-03,Leisure,Domestic,1674.9319897445332,Monthly
2015-03,Business,Domestic,178.1880451252969,Monthly
2015-03,Visiting Friends & Relatives,Domestic,851.6545131146521,Monthly
2015-03,Other,Domestic,220.65816298856967,Monthly
2015-04,Religious,Domestic,674.5811866104121,Monthly
2015-04,Leisure,Domestic,1592.9229921286492,Monthly
2015-04,Business,Domestic,202.92365113871497,Monthly
2015-04,Visiting Friends & Relatives,Domestic,895.586948165579,Monthly
2015-04,Other,Domestic,173.21071656945253,Monthly
2015-05,Religious,Domestic,726.2381913841149,Monthly
2015-05,Leisure,Domestic,1410.8670673516856,Monthly
2015-05,Business,Domestic,201.9852534621413,Monthly
2015-05,Visiting Friends & Relatives,Domestic,768.9967694382442,Monthly
2015-05,Other,Domestic,224.4156380049424,Monthly
2015-06,Religious,Domestic,1209.5104446406967,Monthly
2015-06,Leisure,Domestic,1253.0423065566276,Monthly
2015-06,Business,Domestic,144.58226309543167,Monthly
2015-06,Visiting Friends & Relatives,Domestic,678.3990357407453,Monthly
2015-06,Other,Domestic,104.09355872217868,Monthly
2015-07,Religious,Domestic,1630.6248154982195,Monthly
2015-07,Leisure,Domestic,1665.7925780519522,Monthly
2015-07,Business,Domestic,172.83226678669556,Monthly
2015-07,Visiting Friends & Relatives,Domestic,1055.7871193987794,Monthly
2015-07,Other,Domestic,152.03207551562193,Monthly
2015-08,Religious,Domestic,942.3087232296792,Monthly
2015-08,Leisure,Domestic,2081.34858045631,Monthly
2015-08,Business,Domestic,131.5982619223017,Monthly
2015-08,Visiting Friends & Relatives,Domestic,848.4780424079955,Monthly
2015-08,Other,Domestic,251.29050819120985,Monthly
2015-09,Religious,Domestic,1360.0905797356934,Monthly
2015-09,Leisure,Domestic,1796.7524967238023,Monthly
2015-09,Business,Domestic,149.98608570109923,Monthly
2015-09,Visiting Friends & Relatives,Domestic,991.888395251704,Monthly
2015-09,Other,Domestic,195.07961286158667,Monthly
2015-10,Religious,Domestic,671.266091836599,Monthly
2015-10,Leisure,Domestic,1571.273526212275,Monthly
2015-10,Business,Domestic,117.10722272929593,Monthly
2015-10,Visiting Friends & Relatives,Domestic,898.1495339903038,Monthly
2015-10,Other,Domestic,234.4722693841338,Monthly
2015-11,Religious,Domestic,842.3645291531981,Monthly
2015-11,Leisure,Domestic,1398.767962885604,Monthly
2015-11,Business,Domestic,98.7822568398986,Monthly
2015-11,Visiting Friends & Relatives,Domestic,858.6010685077993,Monthly
2015-11,Other,Domestic,156.9103879284553,Monthly
2015-12,Religious,Domestic,833.6610802867291,Monthly
2015-12,Leisure,Domestic,1261.3377486730176,Monthly
2015-12,Business,Domestic,127.46224372253634,Monthly
2015-12,Visiting Friends & Relatives,Domestic,687.5341191060015,Monthly
2015-12,Other,Domestic,182.50745429371293,Monthly
2016-01,Religious,Domestic,1094.8293662648168,Monthly
2016-01,Leisure,Domestic,878.5548010770458,Monthly
2016-01,Business,Domestic,144.32560729645624,Monthly
2016-01,Visiting Friends & Relatives,Domestic,564.8534051168884,Monthly
2016-01,Other,Domestic,1920.051779724332,Monthly
2016-02,Religious,Domestic,983.1427126687888,Monthly
2016-02,Leisure,Domestic,1128.6340318371076,Monthly
2016-02,Business,Domestic,98.69314354424564,Monthly
2016-02,Visiting Friends & Relatives,Domestic,942.5033011986768,Monthly
2016-02,Other,Domestic,150.62971802434473,Monthly
2016-03,Religious,Domestic,846.8563942377319,Monthly
2016-03,Leisure,Domestic,1727.436904923543,Monthly
2016-03,Business,Domestic,142.35829666276135,Monthly
2016-03,Visiting Friends & Relatives,Domestic,948.3155891692072,Monthly
2016-03,Other,Domestic,82.71070431282118,Monthly
2016-04,Religious,Domestic,816.9781342270594,Monthly
2016-04,Leisure,Domestic,1374.3928669193615,Monthly
2016-04,Business,Domestic,113.80097220425344,Monthly
2016-04,Visiting Friends & Relatives,Domestic,780.7307926614292,Monthly
2016-04,Other,Domestic,45.73807191774964,Monthly
2016-05,Religious,Domestic,820.4513921153579,Monthly
2016-05,Leisure,Domestic,1529.454262420108,Monthly
2016-05,Business,Domestic,123.03241037306212,Monthly
2016-05,Visiting Friends & Relatives,Domestic,797.4161057959654,Monthly
2016-05,Other,Domestic,17.663249806103806,Monthly
2016-06,Religious,Domestic,1315.7457735204864,Monthly
2016-06,Leisure,Domestic,1228.3417737316045,Monthly
2016-06,Business,Domestic,130.16642270718728,Monthly
2016-06,Visiting Friends & Relatives,Domestic,724.3598846668959,Monthly
2016-06,Other,Domestic,25.106373843541736,Monthly
2016-07,Religious,Domestic,1090.9636294585698,Monthly
2016-07,Leisure,Domestic,1941.8610386791488,Monthly
2016-07,Business,Domestic,109.43236343620754,Monthly
2016-07,Visiting Friends & Relatives,Domestic,1279.3376794812311,Monthly
2016-07,Other,Domestic,38.32738625166216,Monthly
2016-08,Religious,Domestic,844.3629868947511,Monthly
2016-08,Leisure,Domestic,1718.0695622148044,Monthly
2016-08,Business,Domestic,99.9135854276512,Monthly
2016-08,Visiting Friends & Relatives,Domestic,859.1908996547234,Monthly
2016-08,Other,Domestic,54.89577520713309,Monthly
2016-09,Religious,Domestic,1244.2070634947802,Monthly
2016-09,Leisure,Domestic,1519.0739062004222,Monthly
2016-09,Business,Domestic,71.85938567871301,Monthly
2016-09,Visiting Friends & Relatives,Domestic,1062.0998045904437,Monthly
2016-09,Other,Domestic,39.6271402464923,Monthly
2016-10,Religious,Domestic,863.6166622105984,Monthly
2016-10,Leisure,Domestic,1385.8530420263342,Monthly
2016-10,Business,Domestic,98.93136426841336,Monthly
2016-10,Visiting Friends & Relatives,Domestic,888.6408779909656,Monthly
2016-10,Other,Domestic,87.64687287769759,Monthly
2016-11,Religious,Domestic,1073.1799054614514,Monthly
2016-11,Leisure,Domestic,1979.4611494826945,Monthly
2016-11,Business,Domestic,96.97966435398348,Monthly
2016-11,Visiting Friends & Relatives,Domestic,1285.788574932422,Monthly
2016-11,Other,Domestic,159.33271162468904,Monthly
2016-12,Religious,Domestic,760.0556456399878,Monthly
2016-12,Leisure,Domestic,1643.4007887914124,Monthly
2016-12,Business,Domestic,127.33282624332874,Monthly
2016-12,Visiting Friends & Relatives,Domestic,1015.271756393119,Monthly
2016-12,Other,Domestic,100.49610939004152,Monthly
2017-01,Religious,Domestic,1086.515982581578,Monthly
2017-01,Leisure,Domestic,2053.33885352686,Monthly
2017-01,Business,Domestic,138.97519444484882,Monthly
2017-01,Visiting Friends & Relatives,Domestic,1153.5726389111471,Monthly
2017-01,Other,Domestic,92.75033574148434,Monthly
2017-02,Religious,Domestic,834.4066699485561,Monthly
2017-02,Leisure,Domestic,1455.4771646489046,Monthly
2017-02,Business,Domestic,85.68652815223234,Monthly
2017-02,Visiting Friends & Relatives,Domestic,899.2195136742298,Monthly
2017-02,Other,Domestic,99.2123095337894,Monthly
2017-03,Religious,Domestic,936.2787110373396,Monthly
2017-03,Leisure,Domestic,1647.3555964526709,Monthly
2017-03,Business,Domestic,184.25815614624847,Monthly
2017-03,Visiting Friends & Relatives,Domestic,1044.606292531876,Monthly
2017-03,Other,Domestic,89.66997354508231,Monthly
2017-04,Religious,Domestic,742.7126323819294,Monthly
2017-04,Leisure,Domestic,1343.3309558518267,Monthly
2017-04,Business,Domestic,125.53098061108584,Monthly
2017-04,Visiting Friends & Relatives,Domestic,772.4012694754821,Monthly
2017-04,Other,Domestic,80.7833896308977,Monthly
2017-05,Religious,Domestic,734.7215904660984,Monthly
2017-05,Leisure,Domestic,1121.4699900218695,Monthly
2017-05,Business,Domestic,91.36680693706548,Monthly
2017-05,Visiting Friends & Relatives,Domestic,769.1569953974189,Monthly
2017-05,Other,Domestic,74.33288675245693,Monthly
2017-06,Religious,Domestic,1719.956611429749,Monthly
2017-06,Leisure,Domestic,1210.3902130590914,Monthly
2017-06,Business,Domestic,48.29840178407412,Monthly
2017-06,Visiting Friends & Relatives,Domestic,1174.7627046451946,Monthly
2017-06,Other,Domestic,48.41252999415829,Monthly
2017-07,Religious,Domestic,700.1674070630612,Monthly
2017-07,Leisure,Domestic,1868.401613865689,Monthly
2017-07,Business,Domestic,121.71554163102763,Monthly
2017-07,Visiting Friends & Relatives,Domestic,817.1541763366877,Monthly
2017-07,Other,Domestic,52.53571472725925,Monthly
2017-08,Religious,Domestic,600.682794272497,Monthly
2017-08,Leisure,Domestic,1704.759894750256,Monthly
2017-08,Business,Domestic,121.51152479389184,Monthly
2017-08,Visiting Friends & Relatives,Domestic,1366.6115333285,Monthly
2017-08,Other,Domestic,95.50187310582088,Monthly
2017-09,Religious,Domestic,1341.3450965753111,Monthly
2017-09,Leisure,Domestic,1514.780745722409,Monthly
2017-09,Business,Domestic,125.13099170408242,Monthly
2017-09,Visiting Friends & Relatives,Domestic,1014.7138510899596,Monthly
2017-09,Other,Domestic,109.2684359556304,Monthly
2017-10,Religious,Domestic,1083.0939549753668,Monthly
2017-10,Leisure,Domestic,1006.3829968357572,Monthly
2017-10,Business,Domestic,125.04980059310236,Monthly
2017-10,Visiting Friends & Relatives,Domestic,882.2837218368585,Monthly
2017-10,Other,Domestic,114.59577980917187,Monthly
2017-11,Religious,Domestic,898.6012011172277,Monthly
2017-11,Leisure,Domestic,1500.6807056496134,Monthly
2017-11,Business,Domestic,174.928911660932,Monthly
2017-11,Visiting Friends & Relatives,Domestic,1217.493526154953,Monthly
2017-11,Other,Domestic,140.12171100891243,Monthly
2017-12,Religious,Domestic,599.9108370386429,Monthly
2017-12,Leisure,Domestic,1222.3969552896106,Monthly
2017-12,Business,Domestic,114.32585566812958,Monthly
2017-12,Visiting Friends & Relatives,Domestic,1186.0283234844965,Monthly
2017-12,Other,Domestic,141.44866495732578,Monthly
2018-01,Religious,Domestic,1091.846343106964,Monthly
2018-01,Leisure,Domestic,1919.638484670469,Monthly
2018-01,Business,Domestic,186.94350766950208,Monthly
2018-01,Visiting Friends & Relatives,Domestic,1359.997958602053,Monthly
2018-01,Other,Domestic,79.92179810021217,Monthly
2018-02,Religious,Domestic,821.305930658329,Monthly
2018-02,Leisure,Domestic,1438.6660453491224,Monthly
2018-02,Business,Domestic,109.704936399923,Monthly
2018-02,Visiting Friends & Relatives,Domestic,892.0662243756068,Monthly
2018-02,Other,Domestic,84.80077502944827,Monthly
2018-03,Religious,Domestic,926.322096463319,Monthly
2018-03,Leisure,Domestic,1642.9046270041963,Monthly
2018-03,Business,Domestic,184.0569619089821,Monthly
2018-03,Visiting Friends & Relatives,Domestic,1053.9560891106016,Monthly
2018-03,Other,Domestic,101.59505057294102,Monthly
2018-04,Religious,Domestic,738.6313461374527,Monthly
2018-04,Leisure,Domestic,1333.8882646643574,Monthly
2018-04,Business,Domestic,125.48424248715216,Monthly
2018-04,Visiting Friends & Relatives,Domestic,773.5402560730553,Monthly
2018-04,Other,Domestic,76.0756514010138,Monthly
2018-05,Religious,Domestic,592.5834498860261,Monthly
2018-05,Leisure,Domestic,881.659351927492,Monthly
2018-05,Business,Domestic,83.02432660516762,Monthly
2018-05,Visiting Friends & Relatives,Domestic,567.9176354755127,Monthly
2018-05,Other,Domestic,46.77765980262916,Monthly
2018-06,Religious,Domestic,1560.1876380931892,Monthly
2018-06,Leisure,Domestic,1866.388962130994,Monthly
2018-06,Business,Domestic,77.85239279399275,Monthly
2018-06,Visiting Friends & Relatives,Domestic,1282.1502936361878,Monthly
2018-06,Other,Domestic,38.01935038001555,Monthly
2018-07,Religious,Domestic,562.7133159703069,Monthly
2018-07,Leisure,Domestic,1437.8630888282394,Monthly
2018-07,Business,Domestic,115.98235531077589,Monthly
2018-07,Visiting Friends & Relatives,Domestic,681.7819777217953,Monthly
2018-07,Other,Domestic,59.12656141372816,Monthly
2018-08,Religious,Domestic,1025.2987926940148,Monthly
2018-08,Leisure,Domestic,1546.710325128154,Monthly
2018-08,Business,Domestic,150.43425184676587,Monthly
2018-08,Visiting Friends & Relatives,Domestic,1421.2228686616718,Monthly
2018-08,Other,Domestic,90.63420108397044,Monthly
2018-09,Religious,Domestic,839.5507771547974,Monthly
2018-09,Leisure,Domestic,1378.6341246510951,Monthly
2018-09,Business,Domestic,137.8332578806456,Monthly
2018-09,Visiting Friends & Relatives,Domestic,1362.9815626624193,Monthly
2018-09,Other,Domestic,108.98275969551784,Monthly
2018-10,Religious,Domestic,691.1117207492357,Monthly
2018-10,Leisure,Domestic,1226.1895723649834,Monthly
2018-10,Business,Domestic,122.9700340517928,Monthly
2018-10,Visiting Friends & Relatives,Domestic,1271.8270621890754,Monthly
2018-10,Other,Domestic,110.1461032547728,Monthly
2018-11,Religious,Domestic,737.3789093031339,Monthly
2018-11,Leisure,Domestic,1111.7441009979864,Monthly
2018-11,Business,Domestic,157.3723700215612,Monthly
2018-11,Visiting Friends & Relatives,Domestic,1278.8218404392428,Monthly
2018-11,Other,Domestic,129.96972134454333,Monthly
2018-12,Religious,Domestic,775.6486536408157,Monthly
2018-12,Leisure,Domestic,946.9971831353388,Monthly
2018-12,Business,Domestic,109.63569859712976,Monthly
2018-12,Visiting Friends & Relatives,Domestic,1674.231594740735,Monthly
2018-12,Other,Domestic,53.77987480973589,Monthly
2019-01,Religious,Domestic,1177.274675859726,Monthly
2019-01,Leisure,Domestic,2037.425144642064,Monthly
2019-01,Business,Domestic,175.0707614341964,Monthly
2019-01,Visiting Friends & Relatives,Domestic,1348.603473102118,Monthly
2019-01,Other,Domestic,78.54101474837229,Monthly
2019-02,Religious,Domestic,850.3925515987698,Monthly
2019-02,Leisure,Domestic,1487.7458228017692,Monthly
2019-02,Business,Domestic,124.76483888908552,Monthly
2019-02,Visiting Friends & Relatives,Domestic,936.3388866063976,Monthly
2019-02,Other,Domestic,89.69104696053523,Monthly
2019-03,Religious,Domestic,1069.007119022773,Monthly
2019-03,Leisure,Domestic,1671.0513211386583,Monthly
2019-03,Business,Domestic,189.4494424140934,Monthly
2019-03,Visiting Friends & Relatives,Domestic,996.8364213674496,Monthly
2019-03,Other,Domestic,80.37240143817934,Monthly
2019-04,Religious,Domestic,675.7479696491971,Monthly
2019-04,Leisure,Domestic,1415.9980275134988,Monthly
2019-04,Business,Domestic,122.63684144897596,Monthly
2019-04,Visiting Friends & Relatives,Domestic,850.4840742359515,Monthly
2019-04,Other,Domestic,69.27508015625894,Monthly
2019-05,Religious,Domestic,837.8636476026885,Monthly
2019-05,Leisure,Domestic,1050.5021172230545,Monthly
2019-05,Business,Domestic,66.32387993353052,Monthly
2019-05,Visiting Friends & Relatives,Domestic,768.8067306209929,Monthly
2019-05,Other,Domestic,42.40856149241684,Monthly
2019-06,Religious,Domestic,1595.575247059046,Monthly
2019-06,Leisure,Domestic,2295.0487210199653,Monthly
2019-06,Business,Domestic,79.29430172950002,Monthly
2019-06,Visiting Friends & Relatives,Domestic,1393.216516914866,Monthly
2019-06,Other,Domestic,42.39863421741699,Monthly
2019-07,Religious,Domestic,704.6735568369273,Monthly
2019-07,Leisure,Domestic,1799.291482063779,Monthly
2019-07,Business,Domestic,124.1061632921127,Monthly
2019-07,Visiting Friends & Relatives,Domestic,1054.9289338907622,Monthly
2019-07,Other,Domestic,70.98777180453335,Monthly
2019-08,Religious,Domestic,1172.0242210651816,Monthly
2019-08,Leisure,Domestic,1766.481363529696,Monthly
2019-08,Business,Domestic,122.28968844205932,Monthly
2019-08,Visiting Friends & Relatives,Domestic,1763.5729186315675,Monthly
2019-08,Other,Domestic,77.20887675287985,Monthly
2019-09,Religious,Domestic,850.2898585901814,Monthly
2019-09,Leisure,Domestic,1526.4253686452744,Monthly
2019-09,Business,Domestic,130.5657422600978,Monthly
2019-09,Visiting Friends & Relatives,Domestic,1364.428797834316,Monthly
2019-09,Other,Domestic,112.6305928426443,Monthly
2019-10,Religious,Domestic,719.5721527286879,Monthly
2019-10,Leisure,Domestic,1652.3225523659985,Monthly
2019-10,Business,Domestic,108.11107936462986,Monthly
2019-10,Visiting Friends & Relatives,Domestic,1346.1893100878217,Monthly
2019-10,Other,Domestic,87.58962680934988,Monthly
2019-11,Religious,Domestic,611.3747409689436,Monthly
2019-11,Leisure,Domestic,1579.7696567274472,Monthly
2019-11,Business,Domestic,114.10279805823691,Monthly
2019-11,Visiting Friends & Relatives,Domestic,1287.6474093434456,Monthly
2019-11,Other,Domestic,75.87738081018115,Monthly
2019-12,Religious,Domestic,782.8989177909618,Monthly
2019-12,Leisure,Domestic,1631.669936533962,Monthly
2019-12,Business,Domestic,104.58891148495596,Monthly
2019-12,Visiting Friends & Relatives,Domestic,1382.2065745321704,Monthly
2019-12,Other,Domestic,63.21568453618068,Monthly
2020-01,Religious,Domestic,1419.250977653273,Monthly
2020-01,Leisure,Domestic,2331.9004124853536,Monthly
2020-01,Business,Domestic,126.4074068714426,Monthly
2020-01,Visiting Friends & Relatives,Domestic,1231.9720287600724,Monthly
2020-01,Other,Domestic,114.65974136863169,Monthly
2020-02,Religious,Domestic,999.7623241334562,Monthly
2020-02,Leisure,Domestic,1779.5245103006866,Monthly
2020-02,Business,Domestic,172.72007709351738,Monthly
2020-02,Visiting Friends & Relatives,Domestic,742.8086720136284,Monthly
2020-02,Other,Domestic,118.27308419001216,Monthly
2020-03,Religious,Domestic,848.4428247865433,Monthly
2020-03,Leisure,Domestic,1936.509491886041,Monthly
2020-03,Business,Domestic,119.8291421547467,Monthly
2020-03,Visiting Friends & Relatives,Domestic,862.593636119029,Monthly
2020-03,Other,Domestic,63.87275420285707,Monthly
2020-04,Religious,Domestic,0.0,Monthly
2020-04,Leisure,Domestic,22.407640474876462,Monthly
2020-04,Business,Domestic,0.0,Monthly
2020-04,Visiting Friends & Relatives,Domestic,46.65156609603932,Monthly
2020-04,Other,Domestic,0.0,Monthly
2020-05,Religious,Domestic,0.0,Monthly
2020-05,Leisure,Domestic,14.814405700888267,Monthly
2020-05,Business,Domestic,0.991784326867628,Monthly
2020-05,Visiting Friends & Relatives,Domestic,33.01632295932534,Monthly
2020-05,Other,Domestic,0.0,Monthly
2020-06,Religious,Domestic,99.52663402277004,Monthly
2020-06,Leisure,Domestic,494.75276496804986,Monthly
2020-06,Business,Domestic,38.30302332788008,Monthly
2020-06,Visiting Friends & Relatives,Domestic,403.8877472407924,Monthly
2020-06,Other,Domestic,9.89102716120547,Monthly
2020-07,Religious,Domestic,9.999999999999686,Monthly
2020-07,Leisure,Domestic,2423.26333638008,Monthly
2020-07,Business,Domestic,122.0264131125052,Monthly
2020-07,Visiting Friends & Relatives,Domestic,1621.8858502885466,Monthly
2020-07,Other,Domestic,80.5960736980695,Monthly
2020-08,Religious,Domestic,0.0,Monthly
2020-08,Leisure,Domestic,2697.872324056084,Monthly
2020-08,Business,Domestic,129.7238270854332,Monthly
2020-08,Visiting Friends & Relatives,Domestic,2317.12868409401,Monthly
2020-08,Other,Domestic,77.06861427438558,Monthly
2020-09,Religious,Domestic,0.0,Monthly
2020-09,Leisure,Domestic,2290.523086992282,Monthly
2020-09,Business,Domestic,189.02170112886824,Monthly
2020-09,Visiting Friends & Relatives,Domestic,1986.2674060032948,Monthly
2020-09,Other,Domestic,129.33801309662368,Monthly
2020-10,Religious,Domestic,579.5980854956922,Monthly
2020-10,Leisure,Domestic,2335.2044874182234,Monthly
2020-10,Business,Domestic,201.58802104703577,Monthly
2020-10,Visiting Friends & Relatives,Domestic,1480.3430166655642,Monthly
2020-10,Other,Domestic,115.7666819270979,Monthly
2020-11,Religious,Domestic,735.3518494745632,Monthly
2020-11,Leisure,Domestic,2053.4019677858987,Monthly
2020-11,Business,Domestic,196.377091730142,Monthly
2020-11,Visiting Friends & Relatives,Domestic,1479.5271165680206,Monthly
2020-11,Other,Domestic,115.82718963025069,Monthly
2020-12,Religious,Domestic,739.0870407894027,Monthly
2020-12,Leisure,Domestic,2197.147807976583,Monthly
2020-12,Business,Domestic,219.87875490368464,Monthly
2020-12,Visiting Friends & Relatives,Domestic,1460.2115034795722,Monthly
2020-12,Other,Domestic,89.99518808451666,Monthly
2021-01,Religious,Domestic,542.297,Monthly
2021-01,Leisure,Domestic,1877.569,Monthly
2021-01,Business,Domestic,618.931,Monthly
2021-01,Visiting Friends & Relatives,Domestic,2636.499,Monthly
2021-01,Other,Domestic,244.412,Monthly
2021-02,Religious,Domestic,383.754,Monthly
2021-02,Leisure,Domestic,1201.821,Monthly
2021-02,Business,Domestic,468.729,Monthly
2021-02,Visiting Friends & Relatives,Domestic,2116.334,Monthly
2021-02,Other,Domestic,205.276,Monthly
2021-03,Religious,Domestic,386.596,Monthly
2021-03,Leisure,Domestic,1215.041,Monthly
2021-03,Business,Domestic,529.286,Monthly
2021-03,Visiting Friends & Relatives,Domestic,2118.123,Monthly
2021-03,Other,Domestic,158.991,Monthly
2021-04,Religious,Domestic,538.355,Monthly
2021-04,Leisure,Domestic,1193.251,Monthly
2021-04,Business,Domestic,516.601,Monthly
2021-04,Visiting Friends & Relatives,Domestic,1882.363,Monthly
2021-04,Other,Domestic,300.433,Monthly
2021-05,Religious,Domestic,578.068,Monthly
2021-05,Leisure,Domestic,2127.202,Monthly
